구분,용도지역,공정표 관리번호,행정동,법정동,빈집판정일자,등급산정일자,빈집점수,등급판정결과
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,조교동,2023-05-15,2023-05-10,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,조교동,2023-05-10,2023-05-10,57,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,조교동,2023-05-10,2023-05-10,60,3등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),동부동,조교동,2023-05-12,2023-05-12,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,28,1등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-12,2023-05-12,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-11,2023-05-11,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-11,2023-05-11,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,46,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-15,35,2등급
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),동부동,망정동,2023-04-20,,66,일반빈집
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,41,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,망정동,2023-05-15,2023-05-11,39,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,60,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,41,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,42,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,34,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,35,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,46,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,46,2등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,36,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,야사동,2023-05-12,2023-05-12,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,78,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,54,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,60,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,93,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-09,2023-05-09,33,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-09,2023-05-09,27,1등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,61,3등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,50,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,82,4등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,문내동,2023-05-11,2023-05-11,95,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-15,2023-05-10,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-10,2023-05-10,46,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-10,2023-05-10,65,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-15,2023-05-10,39,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-10,2023-05-10,51,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,문외동,2023-05-12,2023-05-12,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,창구동,2023-05-10,2023-05-10,53,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,창구동,2023-05-10,2023-05-10,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),중앙동,창구동,2023-05-10,2023-05-10,100,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,77,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,88,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,49,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,64,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,41,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,47,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,100,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,96,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,60,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,60,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-10,2023-05-10,54,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-10,2023-05-10,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-10,2023-05-10,36,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,76,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-10,2023-05-10,37,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,68,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,68,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,55,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,48,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,53,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,40,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,82,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,57,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,38,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-04-11,2023-04-11,54,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,교촌동,2023-05-11,2023-05-11,63,3등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,과전동,2023-05-10,2023-05-10,68,3등급
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),중앙동,과전동,2023-04-20,,65,특정빈집
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,과전동,2023-05-10,2023-05-10,80,4등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,과전동,2023-05-10,2023-05-10,47,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),중앙동,과전동,2023-05-10,2023-05-10,40,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-24,2023-04-24,41,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-24,2023-04-24,82,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-25,,59,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),서부동,성내동,2023-05-10,2023-05-10,48,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-05-10,2023-05-10,39,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-26,2023-04-26,77,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-05-10,2023-05-10,40,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-11,2023-04-11,42,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-11,2023-04-11,81,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-11,2023-04-11,63,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-11,2023-04-11,56,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-04-11,2023-04-11,42,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,성내동,2023-07-11,2023-07-12,21,1등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,화룡동,2023-05-11,2023-05-11,43,2등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),서부동,화룡동,2023-05-11,2023-05-11,70,3등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),서부동,화룡동,2023-05-11,2023-05-11,35,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,81,4등급
도시,일반상업지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,72,3등급
도시,일반상업지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,60,3등급
도시,일반상업지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,88,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,89,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-04,2023-05-04,47,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,도동,2023-05-03,2023-05-03,42,2등급
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,금노동,2023-04-20,,35,일반빈집
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,41,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,48,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-07-04,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,61,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,86,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,29,1등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,38,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,48,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,100,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,27,1등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,금노동,2023-05-04,2023-05-04,81,4등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-04,2023-05-04,75,3등급
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),완산동,완산동,2023-04-12,,55,일반빈집
도시,제1종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-04,2023-05-04,93,4등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-04,2023-05-04,61,3등급
농어촌,생산녹지지역,경북_영천시_2022_01(비도시),완산동,완산동,2023-04-20,,47,일반빈집
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,40,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-11,2023-05-11,43,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,48,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,37,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,44,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,67,3등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,46,2등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,85,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,39,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-04-11,2023-04-11,92,4등급
도시,일반상업지역,경북_영천시_2022_01(도시),완산동,완산동,2023-04-11,2023-04-11,92,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-12,2023-05-12,93,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-04,2023-05-04,59,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-05-04,2023-05-04,45,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),완산동,완산동,2023-04-11,2023-04-11,37,2등급
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,범어동,2023-04-14,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,범어동,2023-04-14,,49,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),남부동,작산동,2023-04-14,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,작산동,2023-04-14,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,작산동,2023-04-14,,44,일반빈집
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,봉동,2023-05-03,2023-05-03,49,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,봉동,2023-05-03,2023-05-03,40,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,봉동,2023-05-03,2023-05-03,82,4등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),남부동,본촌동,2023-05-02,2023-05-02,32,2등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),남부동,본촌동,2023-05-02,2023-05-02,48,2등급
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),남부동,채신동,2023-04-27,,51,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),남부동,채신동,2023-04-21,,68,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,채신동,2023-04-21,,66,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,괴연동,2023-04-21,,36,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,괴연동,2023-04-21,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,괴연동,2023-04-21,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),남부동,괴연동,2023-04-21,,50,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),남부동,괴연동,2023-04-21,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),서부동,대전동,2023-04-12,,40,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),서부동,대전동,2023-04-12,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,녹전동,2023-04-12,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,녹전동,2023-04-12,,64,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,녹전동,2023-04-19,,60,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,녹전동,2023-04-12,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-03,,67,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,58,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,45,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-04-26,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,도림동,2023-05-02,,41,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),중앙동,오미동,2023-04-20,,66,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,오미동,2023-04-20,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,오미동,2023-04-20,,54,일반빈집
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,오수동,2023-04-11,2023-04-11,80,4등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,오수동,2023-04-11,2023-04-11,71,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),서부동,오수동,2023-04-11,2023-04-11,48,2등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),서부동,쌍계동,2023-05-11,2023-05-11,38,2등급
도시,제1종일반주거지역,경북_영천시_2022_01(도시),서부동,쌍계동,2023-05-11,2023-05-11,58,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),남부동,도남동,2023-05-03,2023-05-03,85,4등급
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,74,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,65,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,78,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),중앙동,매산동,2023-04-19,,46,일반빈집
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,언하동,2023-05-15,2023-05-10,64,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,언하동,2023-05-11,2023-05-11,62,3등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,언하동,2023-05-15,2023-05-11,51,2등급
도시,제2종일반주거지역,경북_영천시_2022_01(도시),동부동,언하동,2023-05-15,2023-05-11,64,3등급
농어촌,보전관리지역,경북_영천시_2022_01(비도시),동부동,언하동,2023-03-15,,64,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),서부동,서산동,2023-04-20,,63,특정빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-10,,55,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-17,,60,특정빈집
농어촌,일반상업지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-09,,50,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-09,,52,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-09,,52,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-10,,54,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-10,,53,일반빈집
농어촌,제2종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-10,,71,특정빈집
농어촌,제1종일반주거지역,경북_영천시_2022_01(비도시),금호읍,금호읍,2023-03-09,,46,일반빈집
