구분,용도지역,공정표 관리번호,행정동,법정동,빈집판정일자,등급산정일자,빈집점수,등급판정결과
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화산면,화산면,2023-06-30,,66,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화산면,화산면,2023-04-04,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화산면,화산면,2023-04-28,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-07-12,,65,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-30,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-30,,67,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-07-12,,66,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-30,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-30,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-30,,40,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-31,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,43,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,58,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-25,,60,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-25,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,41,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-03-31,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-07-03,,61,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,45,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-26,,44,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-05-04,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-05-04,,63,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-24,,38,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-24,,53,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-05-04,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-25,,46,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-26,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-05-09,,56,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화북면,화북면,2023-04-14,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,65,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-04-11,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-04-11,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-04-11,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,28,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-03,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,66,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,64,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),화남면,화남면,2023-05-04,,55,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-24,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-24,,60,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-26,,61,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-26,,46,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-05-02,,56,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-25,,41,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-04-24,,63,일반빈집
농어촌,자연환경보전지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-05-02,,44,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-05-04,,58,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-05-04,,56,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),자양면,자양면,2023-05-02,,59,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-22,,57,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-22,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-07-12,,39,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-29,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-05-02,,37,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-05-02,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-05-02,,57,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-29,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-03,,60,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-05-02,,65,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-31,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-27,,57,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-07-11,,29,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-31,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-31,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-03,,62,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-31,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-03,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-31,,58,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-21,,52,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-24,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-07-03,,64,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-21,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-21,,46,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-04,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-04,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-21,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-14,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-14,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-14,,65,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-14,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-24,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-22,,63,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-27,,63,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-22,,43,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-04-05,,61,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),임고면,임고면,2023-03-27,,49,일반빈집
농어촌,일반상업지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-14,,41,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-17,,63,특정빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-21,,55,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-14,,44,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-14,,50,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-15,,61,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,46,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,63,일반빈집
농어촌,제1종일반주거지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,32,일반빈집
농어촌,자연녹지지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-21,,62,특정빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-22,,54,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,47,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-15,,60,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-15,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-17,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-15,,46,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-18,,60,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,32,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-18,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-18,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-17,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-18,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,38,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-28,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-22,,65,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-12,,31,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-13,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,45,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-07-03,,64,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-28,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-03-28,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-12,,55,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,62,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-05-03,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-12,,64,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-12,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-13,,62,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-12,,60,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-12,,41,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),고경면,고경면,2023-04-27,,41,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,56,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,64,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,57,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-11,,56,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,49,일반빈집
농어촌,보전관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,41,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-07-12,,44,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,57,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-25,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,62,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,55,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,55,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-25,,56,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-24,,56,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,66,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,57,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,37,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,71,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-07-11,,38,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,76,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-26,,63,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,61,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-28,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,54,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,45,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,56,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,46,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,42,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,66,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-27,,51,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-20,,60,특정빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-07-12,,45,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,46,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),북안면,북안면,2023-04-21,,65,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,45,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-07-12,,57,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,68,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,55,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,44,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,53,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-11,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,60,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,47,일반빈집
농어촌,농림지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,48,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,51,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,46,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,49,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,70,특정빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-04-04,,50,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-03-30,,52,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-03-30,,46,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-03-30,,47,일반빈집
농어촌,계획관리지역,경북_영천시_2022_01(비도시),대창면,대창면,2023-03-30,,47,일반빈집
,,,,,,,,
